Videocard Name,Passmark G3D Mark (higher is better),Rank (lower is better),Videocard Value (higher is better),Price (USD),GPU Link
GeForce 8800 GS,330,1875,NA,NA,video_lookup.php?gpu=GeForce+8800+GS&id=1277
GeForce 8800 GT,462,1758,2.17,$213.54*,video_lookup.php?gpu=GeForce+8800+GT&id=1279
GeForce 8800 GTS,412,1805,5.15,$79.99*,video_lookup.php?gpu=GeForce+8800+GTS&id=101
GeForce 8800 GTS 512,553,1642,NA,NA,video_lookup.php?gpu=GeForce+8800+GTS+512&id=63
GeForce 8800 GTX,579,1604,4.83,$119.99*,video_lookup.php?gpu=GeForce+8800+GTX&id=119
GeForce 8800 Ultra,642,1521,1.04,$619.99,video_lookup.php?gpu=GeForce+8800+Ultra&id=1281
GeForce 8800M GTS,382,1824,NA,NA,video_lookup.php?gpu=GeForce+8800M+GTS&id=1284
GeForce 8800M GTX,462,1759,NA,NA,video_lookup.php?gpu=GeForce+8800M+GTX&id=1285
GeForce 9100,81,2264,NA,NA,video_lookup.php?gpu=GeForce+9100&id=1286
GeForce 9100M G,68,2307,NA,NA,video_lookup.php?gpu=GeForce+9100M+G&id=1287
GeForce 910M,588,1591,NA,NA,video_lookup.php?gpu=GeForce+910M&id=3285
GeForce 9200,169,2050,NA,NA,video_lookup.php?gpu=GeForce+9200&id=1288
GeForce 9200M GE,143,2087,NA,NA,video_lookup.php?gpu=GeForce+9200M+GE&id=1289
GeForce 9200M GS,129,2125,NA,NA,video_lookup.php?gpu=GeForce+9200M+GS&id=1290
GeForce 920A,833,1333,NA,NA,video_lookup.php?gpu=GeForce+920A&id=3565
GeForce 920M,717,1446,NA,NA,video_lookup.php?gpu=GeForce+920M&id=3192
GeForce 920MX,1068,1182,NA,NA,video_lookup.php?gpu=GeForce+920MX&id=3520
GeForce 9300,126,2133,2.15,$59.00*,video_lookup.php?gpu=GeForce+9300&id=1291
GeForce 9300 / nForce 730i,128,2126,NA,NA,video_lookup.php?gpu=GeForce+9300+%2F+nForce+730i&id=1292
GeForce 9300 GE,95,2229,4.13,$22.99*,video_lookup.php?gpu=GeForce+9300+GE&id=1293
GeForce 9300 GS,102,2210,1.71,$59.95*,video_lookup.php?gpu=GeForce+9300+GS&id=1294
GeForce 9300 SE,81,2268,NA,NA,video_lookup.php?gpu=GeForce+9300+SE&id=3128
GeForce 9300GE,97,2223,1.01,$97.20*,video_lookup.php?gpu=GeForce+9300GE&id=1295
GeForce 9300M G,84,2255,NA,NA,video_lookup.php?gpu=GeForce+9300M+G&id=1296
GeForce 9300M GS,118,2158,2.73,$43.42*,video_lookup.php?gpu=GeForce+9300M+GS&id=1297
GeForce 930A,1264,1099,NA,NA,video_lookup.php?gpu=GeForce+930A&id=3417
GeForce 930M,1011,1210,NA,NA,video_lookup.php?gpu=GeForce+930M&id=3252
GeForce 930MX,1287,1089,NA,NA,video_lookup.php?gpu=GeForce+930MX&id=3549
GeForce 9400,114,2174,NA,NA,video_lookup.php?gpu=GeForce+9400&id=1298
GeForce 9400 GT,168,2052,2.61,$64.78*,video_lookup.php?gpu=GeForce+9400+GT&id=11
GeForce 9400M,101,2214,NA,NA,video_lookup.php?gpu=GeForce+9400M&id=1299
GeForce 9400M G,67,2310,NA,NA,video_lookup.php?gpu=GeForce+9400M+G&id=1300
GeForce 940A,1106,1161,NA,NA,video_lookup.php?gpu=GeForce+940A&id=3393
GeForce 940M,1127,1154,NA,NA,video_lookup.php?gpu=GeForce+940M&id=3155
GeForce 940MX,1516,1020,NA,NA,video_lookup.php?gpu=GeForce+940MX&id=3453
GeForce 9450,104,2200,NA,NA,video_lookup.php?gpu=GeForce+9450&id=2466
GeForce 945A,1852,897,NA,NA,video_lookup.php?gpu=GeForce+945A&id=4094
GeForce 945M,2108,810,NA,NA,video_lookup.php?gpu=GeForce+945M&id=3388
GeForce 9500 GS,215,1991,NA,NA,video_lookup.php?gpu=GeForce+9500+GS&id=78
GeForce 9500 GT,172,2043,2.01,$85.99*,video_lookup.php?gpu=GeForce+9500+GT&id=1304
GeForce 9500M,103,2206,1.02,$101.20*,video_lookup.php?gpu=GeForce+9500M&id=1305
GeForce 9500M G,121,2150,NA,NA,video_lookup.php?gpu=GeForce+9500M+G&id=1306
GeForce 9500M GS,134,2117,NA,NA,video_lookup.php?gpu=GeForce+9500M+GS&id=1307
GeForce 9600 GS,281,1920,NA,NA,video_lookup.php?gpu=GeForce+9600+GS&id=1308
GeForce 9600 GSO,323,1883,3.01,$107.39*,video_lookup.php?gpu=GeForce+9600+GSO&id=1309
GeForce 9600 GSO 512,329,1876,NA,NA,video_lookup.php?gpu=GeForce+9600+GSO+512&id=1310
GeForce 9600 GT,477,1736,7.34,$64.99*,video_lookup.php?gpu=GeForce+9600+GT&id=95
GeForce 9600M GS,130,2122,NA,NA,video_lookup.php?gpu=GeForce+9600M+GS&id=1313
GeForce 9600M GT,149,2071,1.92,$78.20*,video_lookup.php?gpu=GeForce+9600M+GT&id=1314
GeForce 9600M GT / GeForce GT 220M,293,1906,NA,NA,video_lookup.php?gpu=GeForce+9600M+GT+%2F+GeForce+GT+220M&id=1315
GeForce 9650M GS,270,1930,NA,NA,video_lookup.php?gpu=GeForce+9650M+GS&id=1316
GeForce 9650M GT,137,2106,1.17,$117.30*,video_lookup.php?gpu=GeForce+9650M+GT&id=1317
GeForce 9700M GT,208,2002,NA,NA,video_lookup.php?gpu=GeForce+9700M+GT&id=1318
GeForce 9700M GTS,278,1923,NA,NA,video_lookup.php?gpu=GeForce+9700M+GTS&id=1319
GeForce 9800 GT,454,1766,3.03,$149.99,video_lookup.php?gpu=GeForce+9800+GT&id=60
GeForce 9800 GT 1024MB,134,2115,NA,NA,video_lookup.php?gpu=GeForce+9800+GT+1024MB&id=3260
GeForce 9800 GTX,769,1396,10.26,$74.99*,video_lookup.php?gpu=GeForce+9800+GTX&id=1320
GeForce 9800 GTX+,494,1718,NA,NA,video_lookup.php?gpu=GeForce+9800+GTX%2B&id=92
GeForce 9800 GTX/9800 GTX+,593,1583,6.60,$89.99*,video_lookup.php?gpu=GeForce+9800+GTX%2F9800+GTX%2B&id=1321
GeForce 9800 GX2,612,1565,3.14,$195.00*,video_lookup.php?gpu=GeForce+9800+GX2&id=1323
GeForce 9800 S,635,1530,NA,NA,video_lookup.php?gpu=GeForce+9800+S&id=2264
GeForce 9800M GS,534,1667,NA,NA,video_lookup.php?gpu=GeForce+9800M+GS&id=97
GeForce 9800M GT,381,1826,NA,NA,video_lookup.php?gpu=GeForce+9800M+GT&id=1325
GeForce 9800M GTS,356,1851,NA,NA,video_lookup.php?gpu=GeForce+9800M+GTS&id=1326
GeForce 9800M GTX,454,1768,1.38,$328.50*,video_lookup.php?gpu=GeForce+9800M+GTX&id=1327
GeForce 999 GTX,83,2260,NA,NA,video_lookup.php?gpu=GeForce+999+GTX&id=3403
GeForce FX 5100,7,2531,NA,NA,video_lookup.php?gpu=GeForce+FX+5100&id=1329
GeForce FX 5200,7,2534,0.06,$129.00*,video_lookup.php?gpu=GeForce+FX+5200&id=1330
GeForce FX 5200 Ultra,12,2511,NA,NA,video_lookup.php?gpu=GeForce+FX+5200+Ultra&id=1333
GeForce FX 5200LE,7,2538,0.16,$42.99*,video_lookup.php?gpu=GeForce+FX+5200LE&id=1334
GeForce FX 5200SE,11,2512,NA,NA,video_lookup.php?gpu=GeForce+FX+5200SE&id=2655
GeForce FX 5500,8,2526,0.05,$153.97*,video_lookup.php?gpu=GeForce+FX+5500&id=1335
GeForce FX 5600,12,2509,NA,NA,video_lookup.php?gpu=GeForce+FX+5600&id=1336
GeForce FX 5600 Ultra,17,2500,NA,NA,video_lookup.php?gpu=GeForce+FX+5600+Ultra&id=1337
GeForce FX 5600XT,9,2522,NA,NA,video_lookup.php?gpu=GeForce+FX+5600XT&id=1339
GeForce FX 5700,40,2394,NA,NA,video_lookup.php?gpu=GeForce+FX+5700&id=1340
GeForce FX 5700 Ultra,34,2430,NA,NA,video_lookup.php?gpu=GeForce+FX+5700+Ultra&id=1341
GeForce FX 5700LE,24,2475,NA,NA,video_lookup.php?gpu=GeForce+FX+5700LE&id=1342
GeForce FX 5700VE,33,2438,NA,NA,video_lookup.php?gpu=GeForce+FX+5700VE&id=1343
GeForce FX 5900,34,2427,NA,NA,video_lookup.php?gpu=GeForce+FX+5900&id=1346
GeForce FX 5900 Ultra,41,2393,NA,NA,video_lookup.php?gpu=GeForce+FX+5900+Ultra&id=1347
GeForce FX 5900XT,40,2400,NA,NA,video_lookup.php?gpu=GeForce+FX+5900XT&id=1348
GeForce FX 5900ZT,32,2443,NA,NA,video_lookup.php?gpu=GeForce+FX+5900ZT&id=1349
GeForce FX 5950 Ultra,59,2332,NA,NA,video_lookup.php?gpu=GeForce+FX+5950+Ultra&id=1350
GeForce FX Go 5200,8,2524,NA,NA,video_lookup.php?gpu=GeForce+FX+Go+5200&id=1351
GeForce FX Go 5600,17,2498,NA,NA,video_lookup.php?gpu=GeForce+FX+Go+5600&id=1353
GeForce FX Go5300,12,2510,NA,NA,video_lookup.php?gpu=GeForce+FX+Go5300&id=1358
GeForce FX Go5650,16,2501,NA,NA,video_lookup.php?gpu=GeForce+FX+Go5650&id=1361
GeForce FX Go5700,51,2351,NA,NA,video_lookup.php?gpu=GeForce+FX+Go5700&id=1362
GeForce G 103M,62,2325,NA,NA,video_lookup.php?gpu=GeForce+G+103M&id=23
GeForce G 105M,62,2322,NA,NA,video_lookup.php?gpu=GeForce+G+105M&id=1364
GeForce G100,176,2035,8.83,$19.99*,video_lookup.php?gpu=GeForce+G100&id=43
GeForce G102M,167,2055,NA,NA,video_lookup.php?gpu=GeForce+G102M&id=1366
GeForce G105M,133,2119,NA,NA,video_lookup.php?gpu=GeForce+G105M&id=1367
GeForce G200,136,2110,NA,NA,video_lookup.php?gpu=GeForce+G200&id=1368
GeForce G205M,91,2242,NA,NA,video_lookup.php?gpu=GeForce+G205M&id=1369
GeForce G210,121,2148,1.00,$122.12*,video_lookup.php?gpu=GeForce+G210&id=1370
GeForce G210M,128,2129,NA,NA,video_lookup.php?gpu=GeForce+G210M&id=1371
GeForce Go 6100,17,2497,NA,NA,video_lookup.php?gpu=GeForce+Go+6100&id=1372
GeForce Go 6150,19,2490,NA,NA,video_lookup.php?gpu=GeForce+Go+6150&id=1373
GeForce Go 6200,15,2504,NA,NA,video_lookup.php?gpu=GeForce+Go+6200&id=1375
GeForce Go 6400,24,2476,NA,NA,video_lookup.php?gpu=GeForce+Go+6400&id=1377
GeForce Go 6600,69,2301,NA,NA,video_lookup.php?gpu=GeForce+Go+6600&id=1378
GeForce Go 6600 TE/6200 TE,44,2379,NA,NA,video_lookup.php?gpu=GeForce+Go+6600+TE%2F6200+TE&id=1379
GeForce Go 6800,106,2197,NA,NA,video_lookup.php?gpu=GeForce+Go+6800&id=1381
GeForce Go 6800 Ultra,137,2105,NA,NA,video_lookup.php?gpu=GeForce+Go+6800+Ultra&id=1383
GeForce Go 7200,45,2377,NA,NA,video_lookup.php?gpu=GeForce+Go+7200&id=126
GeForce Go 7300,52,2348,NA,NA,video_lookup.php?gpu=GeForce+Go+7300&id=59
GeForce Go 7400,65,2318,NA,NA,video_lookup.php?gpu=GeForce+Go+7400&id=1386
GeForce Go 7600,127,2130,NA,NA,video_lookup.php?gpu=GeForce+Go+7600&id=1387
GeForce Go 7600 GT,210,1998,NA,NA,video_lookup.php?gpu=GeForce+Go+7600+GT&id=1389
GeForce Go 7700,147,2077,NA,NA,video_lookup.php?gpu=GeForce+Go+7700&id=1390
GeForce Go 7800,114,2171,NA,NA,video_lookup.php?gpu=GeForce+Go+7800&id=1391
GeForce Go 7800 GTX,209,2000,NA,NA,video_lookup.php?gpu=GeForce+Go+7800+GTX&id=1392
GeForce Go 7900 GS,176,2036,NA,NA,video_lookup.php?gpu=GeForce+Go+7900+GS&id=1393
GeForce Go 7900 GTX,270,1929,NA,NA,video_lookup.php?gpu=GeForce+Go+7900+GTX&id=1396
GeForce Go 7950 GTX,263,1936,NA,NA,video_lookup.php?gpu=GeForce+Go+7950+GTX&id=1399
GeForce GPU,1166,1139,NA,NA,video_lookup.php?gpu=GeForce+GPU&id=3065
GeForce GT 1030,2434,727,23.76,$102.47,video_lookup.php?gpu=GeForce+GT+1030&id=3757
GeForce GT 120,165,2057,5.53,$29.99*,video_lookup.php?gpu=GeForce+GT+120&id=1402
GeForce GT 120 / 9500 GT,324,1880,NA,NA,video_lookup.php?gpu=GeForce+GT+120+%2F+9500+GT&id=1403
GeForce GT 120M,150,2068,NA,NA,video_lookup.php?gpu=GeForce+GT+120M&id=1404
GeForce GT 130,381,1827,2.52,$151.34*,video_lookup.php?gpu=GeForce+GT+130&id=1405
GeForce GT 130M,145,2083,NA,NA,video_lookup.php?gpu=GeForce+GT+130M&id=1406
GeForce GT 140,657,1500,NA,NA,video_lookup.php?gpu=GeForce+GT+140&id=1407
GeForce GT 220,219,1985,5.48,$39.99*,video_lookup.php?gpu=GeForce+GT+220&id=72
GeForce GT 220M,121,2149,NA,NA,video_lookup.php?gpu=GeForce+GT+220M&id=1408
GeForce GT 230,323,1882,7.35,$43.99*,video_lookup.php?gpu=GeForce+GT+230&id=1409
GeForce GT 230M,215,1990,NA,NA,video_lookup.php?gpu=GeForce+GT+230M&id=1410
GeForce GT 240,501,1709,3.12,$160.97*,video_lookup.php?gpu=GeForce+GT+240&id=61
GeForce GT 240M,213,1994,NA,NA,video_lookup.php?gpu=GeForce+GT+240M&id=1411
GeForce GT 320,470,1747,14.38,$32.69*,video_lookup.php?gpu=GeForce+GT+320&id=1413
GeForce GT 320M,106,2194,NA,NA,video_lookup.php?gpu=GeForce+GT+320M&id=1414
GeForce GT 325M,169,2048,NA,NA,video_lookup.php?gpu=GeForce+GT+325M&id=1415
GeForce GT 330,396,1817,9.92,$39.99*,video_lookup.php?gpu=GeForce+GT+330&id=1416
GeForce GT 330M,217,1987,NA,NA,video_lookup.php?gpu=GeForce+GT+330M&id=108
GeForce GT 335M,378,1830,NA,NA,video_lookup.php?gpu=GeForce+GT+335M&id=1417
GeForce GT 340,738,1424,13.93,$52.99*,video_lookup.php?gpu=GeForce+GT+340&id=1418
GeForce GT 415,251,1951,NA,NA,video_lookup.php?gpu=GeForce+GT+415&id=2423
GeForce GT 415M,286,1914,NA,NA,video_lookup.php?gpu=GeForce+GT+415M&id=1419
GeForce GT 420,425,1792,2.75,$155.00*,video_lookup.php?gpu=GeForce+GT+420&id=1420
GeForce GT 420M,393,1819,NA,NA,video_lookup.php?gpu=GeForce+GT+420M&id=1421
GeForce GT 425M,518,1689,NA,NA,video_lookup.php?gpu=GeForce+GT+425M&id=1422
GeForce GT 430,603,1574,4.31,$139.99*,video_lookup.php?gpu=GeForce+GT+430&id=53
GeForce GT 435M,535,1666,NA,NA,video_lookup.php?gpu=GeForce+GT+435M&id=86
GeForce GT 440,773,1385,3.44,$225.00*,video_lookup.php?gpu=GeForce+GT+440&id=1423
GeForce GT 445M,811,1357,NA,NA,video_lookup.php?gpu=GeForce+GT+445M&id=1424
GeForce GT 520,319,1889,1.05,$304.00*,video_lookup.php?gpu=GeForce+GT+520&id=1425
GeForce GT 520M,285,1915,9.55,$29.95*,video_lookup.php?gpu=GeForce+GT+520M&id=70
GeForce GT 520MX,284,1916,NA,NA,video_lookup.php?gpu=GeForce+GT+520MX&id=2144
GeForce GT 525M,456,1763,NA,NA,video_lookup.php?gpu=GeForce+GT+525M&id=89
GeForce GT 530,668,1490,13.64,$49.00*,video_lookup.php?gpu=GeForce+GT+530&id=1426
GeForce GT 540M,478,1729,5.44,$87.95*,video_lookup.php?gpu=GeForce+GT+540M&id=27
GeForce GT 545,1101,1163,19.81,$55.59*,video_lookup.php?gpu=GeForce+GT+545&id=112
GeForce GT 550M,569,1622,NA,NA,video_lookup.php?gpu=GeForce+GT+550M&id=1427
GeForce GT 555M,653,1507,3.69,$177.20*,video_lookup.php?gpu=GeForce+GT+555M&id=1428
GeForce GT 610,321,1884,2.30,$139.99*,video_lookup.php?gpu=GeForce+GT+610&id=33
GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,368,1841,NA,NA,video_lookup.php?gpu=GeForce+GT+610M+%2F+GT+620M+%2F+GT+710M+%2F+GT+720M+%2F+GT&id=2877
GeForce GT 620,382,1823,2.49,$154.00*,video_lookup.php?gpu=GeForce+GT+620&id=1429
GeForce GT 620M,432,1789,NA,NA,video_lookup.php?gpu=GeForce+GT+620M&id=1430
GeForce GT 625,355,1853,NA,NA,video_lookup.php?gpu=GeForce+GT+625&id=2563
GeForce GT 625M,497,1714,NA,NA,video_lookup.php?gpu=GeForce+GT+625M&id=2414
GeForce GT 630,676,1482,4.60,$147.01*,video_lookup.php?gpu=GeForce+GT+630&id=1431
GeForce GT 630M,533,1669,NA,NA,video_lookup.php?gpu=GeForce+GT+630M&id=77
GeForce GT 635,823,1345,12.30,$66.94*,video_lookup.php?gpu=GeForce+GT+635&id=2683
GeForce GT 635M,551,1644,NA,NA,video_lookup.php?gpu=GeForce+GT+635M&id=2136
GeForce GT 640,1170,1136,10.64,$109.99*,video_lookup.php?gpu=GeForce+GT+640&id=1432
GeForce GT 640M,930,1268,NA,NA,video_lookup.php?gpu=GeForce+GT+640M&id=2147
GeForce GT 640M LE,703,1460,0.83,$849.99*,video_lookup.php?gpu=GeForce+GT+640M+LE&id=2135
GeForce GT 645,2005,844,NA,NA,video_lookup.php?gpu=GeForce+GT+645&id=2242
GeForce GT 645M,935,1262,NA,NA,video_lookup.php?gpu=GeForce+GT+645M&id=2388
GeForce GT 650M,1205,1122,NA,NA,video_lookup.php?gpu=GeForce+GT+650M&id=122
GeForce GT 705,346,1858,1.17,$296.76*,video_lookup.php?gpu=GeForce+GT+705&id=2952
GeForce GT 710,623,1546,2.50,$249.99*,video_lookup.php?gpu=GeForce+GT+710&id=2910
GeForce GT 710M,437,1784,NA,NA,video_lookup.php?gpu=GeForce+GT+710M&id=2744
GeForce GT 720,618,1555,6.19,$99.99*,video_lookup.php?gpu=GeForce+GT+720&id=2896
GeForce GT 720A,573,1619,NA,NA,video_lookup.php?gpu=GeForce+GT+720A&id=2890
GeForce GT 720M,451,1773,NA,NA,video_lookup.php?gpu=GeForce+GT+720M&id=2529
GeForce GT 730,831,1339,8.19,$101.49*,video_lookup.php?gpu=GeForce+GT+730&id=2906
GeForce GT 730A,742,1420,NA,NA,video_lookup.php?gpu=GeForce+GT+730A&id=2749
GeForce GT 730M,813,1355,NA,NA,video_lookup.php?gpu=GeForce+GT+730M&id=2417
GeForce GT 735M,652,1508,NA,NA,video_lookup.php?gpu=GeForce+GT+735M&id=2592
GeForce GT 740,1472,1039,6.21,$236.99*,video_lookup.php?gpu=GeForce+GT+740&id=2883
GeForce GT 740A,667,1491,NA,NA,video_lookup.php?gpu=GeForce+GT+740A&id=2928
GeForce GT 740M,793,1372,NA,NA,video_lookup.php?gpu=GeForce+GT+740M&id=2461
GeForce GT 745A,1237,1108,NA,NA,video_lookup.php?gpu=GeForce+GT+745A&id=2632
GeForce GT 745M,1097,1167,NA,NA,video_lookup.php?gpu=GeForce+GT+745M&id=2564
GeForce GT 750M,1329,1079,NA,NA,video_lookup.php?gpu=GeForce+GT+750M&id=2492
GeForce GT 755M,1710,945,NA,NA,video_lookup.php?gpu=GeForce+GT+755M&id=2646
GeForce GT 820M,550,1647,NA,NA,video_lookup.php?gpu=GeForce+GT+820M&id=3586
GeForce GT625M,451,1774,NA,NA,video_lookup.php?gpu=GeForce+GT625M&id=2591
GeForce GTS 150M,504,1707,NA,NA,video_lookup.php?gpu=GeForce+GTS+150M&id=2986
GeForce GTS 160M,678,1478,NA,NA,video_lookup.php?gpu=GeForce+GTS+160M&id=1435
GeForce GTS 240,556,1637,8.56,$64.99*,video_lookup.php?gpu=GeForce+GTS+240&id=1436
GeForce GTS 250,591,1588,6.87,$86.06*,video_lookup.php?gpu=GeForce+GTS+250&id=29
GeForce GTS 250M,553,1641,NA,NA,video_lookup.php?gpu=GeForce+GTS+250M&id=1437
GeForce GTS 350M,380,1829,NA,NA,video_lookup.php?gpu=GeForce+GTS+350M&id=1438
GeForce GTS 360M,644,1518,NA,NA,video_lookup.php?gpu=GeForce+GTS+360M&id=1439
GeForce GTS 450,1322,1080,9.85,$134.23*,video_lookup.php?gpu=GeForce+GTS+450&id=1
GeForce GTX 1050,5028,453,21.04,$239.00*,video_lookup.php?gpu=GeForce+GTX+1050&id=3596
GeForce GTX 1050 (Mobile),4462,499,NA,NA,video_lookup.php?gpu=GeForce+GTX+1050+%28Mobile%29&id=4088
GeForce GTX 1050 3GB,5112,445,NA,NA,video_lookup.php?gpu=GeForce+GTX+1050+3GB&id=4603
GeForce GTX 1050 Ti,6329,354,14.04,$450.76,video_lookup.php?gpu=GeForce+GTX+1050+Ti&id=3595
GeForce GTX 1050 Ti (Mobile),5917,378,NA,NA,video_lookup.php?gpu=GeForce+GTX+1050+Ti+%28Mobile%29&id=4089
GeForce GTX 1050 Ti with Max-Q Design,5325,420,NA,NA,video_lookup.php?gpu=GeForce+GTX+1050+Ti+with+Max-Q+Design&id=3922
GeForce GTX 1050 with Max-Q Design,4019,529,NA,NA,video_lookup.php?gpu=GeForce+GTX+1050+with+Max-Q+Design&id=3971
GeForce GTX 1060,10080,233,30.56,$329.80,video_lookup.php?gpu=GeForce+GTX+1060&id=3548
GeForce GTX 1060 (Mobile),8160,287,NA,NA,video_lookup.php?gpu=GeForce+GTX+1060+%28Mobile%29&id=4086
GeForce GTX 1060 3GB,9792,239,41.59,$235.47*,video_lookup.php?gpu=GeForce+GTX+1060+3GB&id=3566
GeForce GTX 1060 5GB,9061,262,18.57,$487.99*,video_lookup.php?gpu=GeForce+GTX+1060+5GB&id=3923
GeForce GTX 1060 with Max-Q Design,7853,299,NA,NA,video_lookup.php?gpu=GeForce+GTX+1060+with+Max-Q+Design&id=3769
GeForce GTX 1070,13504,155,31.00,$435.59*,video_lookup.php?gpu=GeForce+GTX+1070&id=3521
GeForce GTX 1070 (Mobile),10465,224,NA,NA,video_lookup.php?gpu=GeForce+GTX+1070+%28Mobile%29&id=4087
GeForce GTX 1070 Ti,14692,136,25.78,$569.99*,video_lookup.php?gpu=GeForce+GTX+1070+Ti&id=3842
GeForce GTX 1070 with Max-Q Design,9847,234,NA,NA,video_lookup.php?gpu=GeForce+GTX+1070+with+Max-Q+Design&id=3779
GeForce GTX 1080,15576,117,35.18,$442.79*,video_lookup.php?gpu=GeForce+GTX+1080&id=3502
GeForce GTX 1080 Ti,18592,81,38.43,$483.82*,video_lookup.php?gpu=GeForce+GTX+1080+Ti&id=3699
GeForce GTX 1080 with Max-Q Design,11432,210,NA,NA,video_lookup.php?gpu=GeForce+GTX+1080+with+Max-Q+Design&id=3784
GeForce GTX 1630,4975,455,26.19,$189.99*,video_lookup.php?gpu=GeForce+GTX+1630&id=4571
GeForce GTX 1650,7880,298,28.82,$273.45,video_lookup.php?gpu=GeForce+GTX+1650&id=4078
GeForce GTX 1650 (Mobile),6968,331,NA,NA,video_lookup.php?gpu=GeForce+GTX+1650+%28Mobile%29&id=4090
GeForce GTX 1650 SUPER,10176,229,42.40,$239.99*,video_lookup.php?gpu=GeForce+GTX+1650+SUPER&id=4167
GeForce GTX 1650 Ti,7537,315,NA,NA,video_lookup.php?gpu=GeForce+GTX+1650+Ti&id=4195
GeForce GTX 1650 Ti with Max-Q Design,6502,348,NA,NA,video_lookup.php?gpu=GeForce+GTX+1650+Ti+with+Max-Q+Design&id=4209
GeForce GTX 1650 with Max-Q Design,6229,357,NA,NA,video_lookup.php?gpu=GeForce+GTX+1650+with+Max-Q+Design&id=4104
GeForce GTX 1660,11660,204,34.30,$339.90*,video_lookup.php?gpu=GeForce+GTX+1660&id=4062
GeForce GTX 1660 SUPER,12712,174,36.02,$352.95,video_lookup.php?gpu=GeForce+GTX+1660+SUPER&id=4159
GeForce GTX 1660 Ti,12900,172,41.91,$307.79,video_lookup.php?gpu=GeForce+GTX+1660+Ti&id=4045
GeForce GTX 1660 Ti (Mobile),10160,230,NA,NA,video_lookup.php?gpu=GeForce+GTX+1660+Ti+%28Mobile%29&id=4091
GeForce GTX 1660 Ti with Max-Q Design,8619,273,NA,NA,video_lookup.php?gpu=GeForce+GTX+1660+Ti+with+Max-Q+Design&id=4082
GeForce GTX 260,1207,1120,4.23,$285.78*,video_lookup.php?gpu=GeForce+GTX+260&id=17
GeForce GTX 260M,380,1828,NA,NA,video_lookup.php?gpu=GeForce+GTX+260M&id=83
GeForce GTX 275,1377,1065,3.19,$431.72*,video_lookup.php?gpu=GeForce+GTX+275&id=21
GeForce GTX 280,1277,1095,2.44,$522.78*,video_lookup.php?gpu=GeForce+GTX+280&id=66
GeForce GTX 280M,575,1613,NA,NA,video_lookup.php?gpu=GeForce+GTX+280M&id=1443
GeForce GTX 285,1500,1027,12.51,$119.99*,video_lookup.php?gpu=GeForce+GTX+285&id=1444
GeForce GTX 285M,636,1529,NA,NA,video_lookup.php?gpu=GeForce+GTX+285M&id=1445
GeForce GTX 295,1200,1127,7.51,$159.99*,video_lookup.php?gpu=GeForce+GTX+295&id=1446
GeForce GTX 460,2271,767,25.24,$89.99*,video_lookup.php?gpu=GeForce+GTX+460&id=31
GeForce GTX 460 SE,1990,851,12.44,$159.99*,video_lookup.php?gpu=GeForce+GTX+460+SE&id=123
GeForce GTX 460 v2,1865,893,9.33,$199.99*,video_lookup.php?gpu=GeForce+GTX+460+v2&id=1447
GeForce GTX 460M,1219,1117,NA,NA,video_lookup.php?gpu=GeForce+GTX+460M&id=93
GeForce GTX 465,2653,687,13.61,$195.00*,video_lookup.php?gpu=GeForce+GTX+465&id=82
GeForce GTX 470,3124,626,52.08,$59.99*,video_lookup.php?gpu=GeForce+GTX+470&id=55
GeForce GTX 470M,1953,867,NA,NA,video_lookup.php?gpu=GeForce+GTX+470M&id=1448
GeForce GTX 480,4121,523,24.24,$169.99*,video_lookup.php?gpu=GeForce+GTX+480&id=100
GeForce GTX 480M,1617,978,NA,NA,video_lookup.php?gpu=GeForce+GTX+480M&id=1449
GeForce GTX 485M,2359,745,NA,NA,video_lookup.php?gpu=GeForce+GTX+485M&id=1450
GeForce GTX 550 Ti,1556,1003,15.56,$99.99*,video_lookup.php?gpu=GeForce+GTX+550+Ti&id=16
GeForce GTX 555,1571,999,NA,NA,video_lookup.php?gpu=GeForce+GTX+555&id=1451
GeForce GTX 560,2774,669,13.53,$205.00*,video_lookup.php?gpu=GeForce+GTX+560&id=71
GeForce GTX 560 SE,1850,898,20.57,$89.99*,video_lookup.php?gpu=GeForce+GTX+560+SE&id=106
GeForce GTX 560 Ti,3061,633,23.55,$129.99*,video_lookup.php?gpu=GeForce+GTX+560+Ti&id=18
GeForce GTX 560M,1274,1096,NA,NA,video_lookup.php?gpu=GeForce+GTX+560M&id=1452
GeForce GTX 570,3932,533,26.22,$149.99*,video_lookup.php?gpu=GeForce+GTX+570&id=15
GeForce GTX 570M,1872,888,NA,NA,video_lookup.php?gpu=GeForce+GTX+570M&id=1453
GeForce GTX 580,4626,482,9.47,$488.59*,video_lookup.php?gpu=GeForce+GTX+580&id=68
GeForce GTX 580M,2074,821,8.34,$248.68*,video_lookup.php?gpu=GeForce+GTX+580M&id=1455
GeForce GTX 590,3341,594,7.68,$435.00*,video_lookup.php?gpu=GeForce+GTX+590&id=1457
GeForce GTX 645,1890,885,NA,NA,video_lookup.php?gpu=GeForce+GTX+645&id=2513
GeForce GTX 650,1749,930,12.16,$143.80*,video_lookup.php?gpu=GeForce+GTX+650&id=2155
GeForce GTX 650 Ti,2528,710,27.18,$93.05*,video_lookup.php?gpu=GeForce+GTX+650+Ti&id=2177
