name,steam_appid,is_free,header_image,minimum_req,genres,recommendations,release_date
Shutter,2314110,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314110/header.jpg?t=1682697498,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64bit"", ""Processor"": ""Intel Core i54690  AMD FX 4350"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 780  AMD Radeon R9 280X"", ""DirectX"": ""Version 11"", ""Storage"": ""8 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"28 Apr, 2023"
Tactical Assault VR,2314160,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314160/header.jpg?t=1744270021,"['{""OS"": ""Windows 10"", ""Processor"": ""Dual Core with HyperThreading"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 970  AMD RX 480 equivalent or higher"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""10 GB available space"", ""VR Support"": ""Meta Quest 2 Meta Quest 3 Meta Quest 3S Valve Index HTC Vive Reverb G2""}']","[{'id': '1', 'description': 'Action'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",2025,"26 Mar, 2023"
Silent Nights,2314180,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314180/header.jpg?t=1679059911,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""WINDOWS 7 8 10 11 64BIT Required"", ""Processor"": ""Intel Core i5"", ""Memory"": ""8 GB \\u041e\\u0417\\u0423 MB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 760"", ""DirectX"": ""Version 11"", ""Storage"": ""10 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",164,"10 Mar, 2023"
Jump By Coronho: Chapter 2,2314270,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314270/header.jpg?t=1740529870,"['{""OS "": ""Windows 7"", ""Processor"": ""16 GHz"", ""Memory"": ""277 MB RAM"", ""Storage"": ""277 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"13 Mar, 2023"
HEROIC,2314340,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314340/header.jpg?t=1676330783,"['{""OS"": ""Windows10 or later"", ""Processor"": ""IntelR CoreTM i52520M or similar"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 500 series or similar"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""3 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}]",,"13 Feb, 2023"
Paddle Flap,2314440,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314440/header.jpg?t=1724185696,"['{""OS "": ""Windows 7 or later"", ""Processor"": ""An Intel Pentium 4 processor or later thats SSE2 capable"", ""Memory"": ""1 GB RAM"", ""DirectX"": ""Version 90"", ""Storage"": ""400 MB available space"", ""Additional Notes"": ""Requires a 64bit processor and operating system""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}, {'id': '37', 'description': 'Free To Play'}]",,"10 Jul, 2023"
Minigames Master,2314470,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314470/header.jpg?t=1682955821,"['{""OS"": ""Windows 10"", ""Processor"": ""Any intel i5 8 generation and up"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GTX 1060 and Up"", ""DirectX"": ""Version 12"", ""Storage"": ""600 MB available space""}']","[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",,"3 Mar, 2023"
Gray Haven : Witch's Garden,2314650,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314650/header.jpg?t=1741818460,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core i33240"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 1060"", ""Storage"": ""4 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",171,"21 Nov, 2024"
[Chilla's Art] Parasocial | パラソーシャル,2314720,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314720/header.jpg?t=1696963440,"['{""OS "": ""Windows 7 SP1 x64"", ""Processor"": ""IntelAMD X64 architecture with SSE2 instruction set support"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NVIDIA GTX 460 or AMD equivalent"", ""DirectX"": ""Version 11"", ""Storage"": ""5 GB available space"", ""Sound Card"": ""Yes"", ""Additional Notes"": ""Turn off room lights and Put your headset on for best experience""}']","[{'id': '23', 'description': 'Indie'}]",1213,"25 Aug, 2023"
Hira Hira Hihiru,2314820,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314820/header.jpg?t=1736225233,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel Core 2 DUO 1GHz or above"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""1920\\uff581080 Intel HD Graphics 4000 or other shader model 40"", ""DirectX"": ""Version 90"", ""Storage"": ""4 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]",544,"16 Nov, 2023"
Froguelike,2315020,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315020/header.jpg?t=1733229635,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]",144,"3 Jan, 2024"
Knights in Tight Spaces,2315400,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315400/header.jpg?t=1744002840,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""Intel Core i52300 CPU  280GHzAMD Ryzen 5 1600 or equivalents"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1050 3GB VRAMAMD Radeon RX 560 3GB VRAM or equivalents"", ""DirectX"": ""Version 90"", ""Storage"": ""3 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]",497,"4 Mar, 2025"
The Executive - Movie Industry Tycoon,2315430,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315430/header.jpg?t=1740480322,"['{""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel Core i3 6100 or AMD FX4350"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Discrete GPU 1GB VRAM"", ""DirectX"": ""Version 11"", ""Storage"": ""3 GB available space"", ""Sound Card"": ""any""}']","[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",629,"11 Feb, 2025"
Root Connections,2315620,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315620/header.jpg?t=1685060782,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 10 11"", ""Processor"": ""Intel i5"", ""Graphics"": ""NVIDIA GeForce GTX 650 1023 MB""}']","[{'id': '37', 'description': 'Free To Play'}, {'id': '2', 'description': 'Strategy'}]",,"25 May, 2023"
WWE 2K24,2315690,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315690/header.jpg?t=1731609533,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""64bit Windows 10"", ""Processor"": ""Intel Core i53550  AMD FX 8150"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GeForce GTX 1060  Radeon RX 480"", ""DirectX"": ""Version 12"", ""Storage"": ""90 GB available space"", ""Sound Card"": ""DirectX 90c compatible sound card"", ""Additional Notes"": ""SSD recommended  AVX  Compatible processor  At least 3GB of Video Memory""}']","[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]",5580,"7 Mar, 2024"
Little Bo Reap,2315940,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2315940/header.jpg?t=1704268843,"['{""OS"": ""Microsoft Windows 10 Professional x64"", ""Processor"": ""Intel Core i5 6700k"", ""Memory"": ""16 GB RAM"", ""Graphics"": ""GeForce GTX 1060"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""Audigy RX 71"", ""VR Support"": ""Controller""}']","[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]",,"5 May, 2023"
迷之战果,2316010,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316010/header.jpg?t=1679908250,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""winXPwin7win8win10"", ""Processor"": ""AMDINTER\\u5176\\u5b83"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""\\u96c6\\u663e\\u53ca\\u4ee5\\u4e0a"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""500 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]",,"5 Mar, 2023"
Shogun Showdown: Prologue,2316330,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316330/header.jpg?t=1729323996,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7810"", ""Processor"": ""17 GHz or better"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Intel HD Graphics 3000 or better"", ""Storage"": ""500 MB available space""}']","[{'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"4 Apr, 2023"
My Summer Adventure: Memories of Another Life — Day 1,2316340,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316340/header.jpg?t=1729061803,"['{""OS "": ""Windows 8"", ""Processor"": ""18 GHz DualCore CPU"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Integrated graphics"", ""DirectX"": ""Version 90"", ""Storage"": ""510 MB available space"", ""Sound Card"": ""DirectX 90c compatible""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",,"4 May, 2023"
Hot Pussy College 2 🍓🔞,2316400,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316400/header.jpg?t=1743599819,"['{""OS "": ""Windows 7 or above"", ""Processor"": ""Intel or AMD"", ""Memory"": ""3 GB RAM"", ""Graphics"": ""Direct X compatible"", ""Storage"": ""1 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]",147,"31 Mar, 2023"
Universe in Cum 💦 🌎,2316410,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316410/header.jpg?t=1733067390,"['{""OS "": ""Windows 7 or above"", ""Processor"": ""Intel or AMD"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Direct X compatible"", ""Storage"": ""3 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]",254,"25 Mar, 2023"
擒贼先擒王,2316480,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316480/header.jpg?t=1682598637,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": """", ""Processor"": """", ""Memory"": ""4 GB RAM"", ""Graphics"": """", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",,"24 Mar, 2023"
Tales of Kenzera™: ZAU,2316580,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316580/header.jpg?t=1732197647,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel i7 7700  AMD Ryzen 2600"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GTX 1060 6GB  AMD RX 580 8GB  Intel Arc A380"", ""DirectX"": ""Version 12"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""30 GB available space"", ""Sound Card"": ""DirectX Compatible"", ""Additional Notes"": ""These specs allow for the game to be played in 1920x1080 at 60 FPS with graphics setting Lowest""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",698,"23 Apr, 2024"
Halls of Torment: Prelude,2316660,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316660/header.jpg?t=1729238290,"['{""OS "": ""Windows 7 or newer"", ""Processor"": ""2 Cores  3GHz"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Intel Iris Xe  AMD RX 480"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"9 Mar, 2023"
Rudra: A Tale of Time,2316820,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316820/header.jpg?t=1682970727,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit version 1909 or newer"", ""Processor"": ""Quadcore Intel or AMD"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""RTX 2060"", ""DirectX"": ""Version 12""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"26 Apr, 2023"
Monster Battle,2316950,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2316950/header.jpg?t=1678854384,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64 bit"", ""Processor"": ""Intel Core i36600  AMD Ryzen 5 2500X"", ""Memory"": ""512 MB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1060 6GB  AMD Radeon R9 390X or equivalent with 4 GB VRAM"", ""DirectX"": ""Version 11"", ""Storage"": ""800 MB available space"", ""Sound Card"": ""DirectX compatible""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",,"14 Mar, 2023"
MASKA,2317070,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317070/header.jpg?t=1690197572,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 788110  64bit"", ""Processor"": ""Core i3530  AMD Athlon II X3 415e"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 560"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""10 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}]",,"20 Jul, 2023"
Shapeless,2317110,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317110/header.jpg?t=1684307034,"['{""OS"": ""Windows 10 x64"", ""Processor"": ""IntelAmd"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Integrated graphics"", ""Storage"": ""200 MB available space"", ""Sound Card"": ""Yes"", ""VR Support"": ""No"", ""Additional Notes"": ""No""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}]",,"17 May, 2023"
Access Denied: Escape,2317300,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317300/header.jpg?t=1726580825,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 or higher"", ""Processor"": ""30 GHz"", ""Graphics"": ""Video card with 2GB of VRAM"", ""DirectX"": ""Version 11"", ""Storage"": ""3 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",160,"27 Jul, 2023"
Rabbi-T,2317340,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317340/header.jpg?t=1678175505,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 SP1 Windows 10 and Windows 11 64bit versions only"", ""Processor"": ""x86 x64 architecture with SSE2 instruction set support"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""DX10 DX11 and DX12capable GPUs"", ""DirectX"": ""Version 10"", ""Storage"": ""700 MB available space"", ""Sound Card"": ""Builtin sound chipset""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]",,"6 Mar, 2023"
ToyLand,2317390,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317390/header.jpg?t=1677939717,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""Memory"": ""4 GB RAM"", ""DirectX"": ""Version 10"", ""Storage"": ""3 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"4 Mar, 2023"
Revenant,2317510,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317510/header.jpg?t=1708709774,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""4 Cores"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GTX 1060 3GB"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"29 Mar, 2023"
Ocean Man,2317540,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317540/header.jpg?t=1721029211,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel Core i58400"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""GeForce GTX 1650"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""16bit 48KHz""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"14 Jul, 2024"
3 Days War,2317560,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317560/header.jpg?t=1724642878,"['{""OS"": """", ""Processor"": """", ""Memory"": ""1 GB RAM"", ""Graphics"": """", ""DirectX"": ""Version 90"", ""Network"": ""Broadband Internet connection""}']","[{'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"16 Apr, 2023"
JUMP KING QUEST,2317640,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317640/header.jpg?t=1741382775,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64 bit"", ""Processor"": ""Intel Core i57500  AMD Ryzen 3 1200"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GTX1060 VRAM 6GB  Radeon RX 580 VRAM 4GB"", ""DirectX"": ""Version 12"", ""Storage"": ""9 GB available space"", ""Additional Notes"": ""Final system requirements tobedetermined""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",381,"12 Feb, 2025"
Feudal Friends,2317820,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317820/header.jpg?t=1728991538,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""WIN764 bit"", ""Processor"": ""Dual Core 24Ghz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce 8800 GT  AMD HD 6850  Intel HD Graphics 4400 or above"", ""DirectX"": ""Version 11"", ""Storage"": ""1 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",297,"17 Jul, 2023"
Bullet Bunny,2317880,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317880/header.jpg?t=1739563626,"['{""OS "": ""Windows 7 or newer"", ""Processor"": ""25Ghz or better"", ""Memory"": ""512 MB RAM"", ""Graphics"": ""Support for OpenGL 33"", ""Storage"": ""500 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",104,"4 Mar, 2024"
Chinese Frontiers: Prologue,2317910,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317910/header.jpg?t=1740399174,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""3 GHz Quad Core Processor"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GeForce GTX 970  Radeon RX 480"", ""DirectX"": ""Version 11"", ""Storage"": ""10 GB available space"", ""Additional Notes"": ""Game is still in development requirements may change""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",,"17 May, 2023"
Yondu's Journey,2318020,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318020/header.jpg?t=1678732906,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 or higher"", ""Processor"": ""Intel DualCore 20 GHz or higher"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""DirectX 90c compatible video card with at least 512 MB of VRAM or OpenGL 30 compatible video card with at least 256 MB of VRAM"", ""DirectX"": ""Version 11"", ""Storage"": ""10 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"13 Mar, 2023"
Little Big Adventure – Twinsen’s Quest,2318070,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318070/header.jpg?t=1743151840,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core i5 4460"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""nVidia GeForce GTX 970"", ""DirectX"": ""Version 11"", ""Storage"": ""5 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",628,"14 Nov, 2024"
Tales of the Magic Ball: The Lost Sorcerer,2318100,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318100/header.jpg?t=1708373784,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Win7 64bit"", ""Processor"": ""Intel Core i5 Ryzen 5"", ""Memory"": ""16 GB RAM"", ""Graphics"": ""Gtx 1070 or higher Radeon RX 5600 or Higher"", ""Storage"": ""3 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"19 Feb, 2024"
Class of '09: The Re-Up,2318310,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318310/header.jpg?t=1704255196,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows Vista or higher"", ""Processor"": ""20 GHz Core 2 Duo"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Open GL 20 or DirectX 90c""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",3744,"1 Jun, 2023"
Last Train Outta' Wormtown,2318480,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318480/header.jpg?t=1737135578,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64bit"", ""Processor"": ""Intel i5 or Higher"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""DX9 shader model 30 or DX11 with feature level 93 capabilities"", ""DirectX"": ""Version 90"", ""Storage"": ""800 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",1243,"17 Jan, 2025"
School Booster,2318590,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318590/header.jpg?t=1683162259,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel Pentium 4 20GHz  AMD Athlon XP 2000"", ""Memory"": ""512 MB RAM"", ""Graphics"": ""AMD Radeon HD 4200 or NVIDIA GeForce 210"", ""DirectX"": ""Version 10"", ""Storage"": ""200 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",,"3 May, 2023"
Duel Revolution,2319160,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2319160/header.jpg?t=1709247620,"['{""OS "": ""Windows 7"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""500 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"29 Feb, 2024"
PlanetSprite,2319240,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2319240/header.jpg?t=1735960383,"['{""OS"": ""Windows 10"", ""Memory"": ""2 GB RAM"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""500 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}, {'id': '70', 'description': 'Early Access'}]",,"23 Mar, 2023"
Vemari Worlds,2319330,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2319330/088f91b6f4cc9febe1af421ce2ebdeb5c1f4dc9f/header.jpg?t=1741833252,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""AMD Athlon 64 X2 Dual Core 5800"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""NVidia Geforce 9600 gt"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""1200 MB available space"", ""Sound Card"": ""Asus Xonar D2X 71""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]",,"12 Feb, 2024"
